ID,Movie Name,Rating,runtime_minutes,Runtime,Genre,Metascore,Plot,Directors,Stars,Votes,Gross,Link,Votes Percent Rank,Rating Percent Rank,Significance Score
6977,Mama,6.2,100,100 min,"Fantasy, Horror, Thriller",57,"After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family.","['Andy Muschietti', 'Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse']","['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse']",186148,71628180,https://www.imdb.com/title/tt2023587/,0.878,0.265,1.143
7376,6 Underground,6.1,128,128 min,"Action, Thriller",41,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.","['Michael Bay', 'Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']","['Ryan Reynolds', 'Mélanie Laurent', 'Manuel Garcia-Rulfo', 'Ben Hardy']",186016,186016,https://www.imdb.com/title/tt8106534/,0.878,0.229,1.107
6961,Terminator: Dark Fate,6.2,128,128 min,"Action, Adventure, Sci-Fi",54,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","['Tim Miller', 'Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes']","['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes']",184986,62253077,https://www.imdb.com/title/tt6450804/,0.877,0.265,1.142
7994,Hostel,5.9,94,94 min,Horror,55,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","['Eli Roth', 'Jay Hernandez', 'Derek Richardson', 'Eythor Gudjonsson', 'Barbara Nedeljakova']","['Jay Hernandez', 'Derek Richardson', 'Eythor Gudjonsson', 'Barbara Nedeljakova']",185170,47326473,https://www.imdb.com/title/tt0450278/,0.877,0.176,1.053
8528,G.I. Joe: Retaliation,5.7,110,110 min,"Action, Adventure, Sci-Fi",41,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,"['Jon M. Chu', 'Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-hun']","['Dwayne Johnson', 'Channing Tatum', 'Adrianne Palicki', 'Lee Byung-hun']",184613,122523060,https://www.imdb.com/title/tt1583421/,0.877,0.125,1.002
8751,Jurassic World: Dominion,5.6,147,147 min,"Action, Adventure, Sci-Fi",38,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.","['Colin Trevorrow', 'Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Sam Neill']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern', 'Sam Neill']",185026,376851080,https://www.imdb.com/title/tt8041270/,0.877,0.103,0.98
4914,Demolition Man,6.7,115,115 min,"Action, Sci-Fi, Thriller",34,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,"['Marco Brambilla', 'Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne']","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne']",184490,58055768,https://www.imdb.com/title/tt0106697/,0.876,0.469,1.345
6964,Deep Impact,6.2,120,120 min,"Action, Drama, Sci-Fi",40,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","['Mimi Leder', 'Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman']","['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman']",183533,140464664,https://www.imdb.com/title/tt0120647/,0.876,0.265,1.141
9498,Independence Day: Resurgence,5.2,120,120 min,"Action, Adventure, Sci-Fi",32,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","['Roland Emmerich', 'Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe']","['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe']",183947,103144286,https://www.imdb.com/title/tt1628841/,0.876,0.039,0.915
4939,Over the Hedge,6.7,83,83 min,"Animation, Adventure, Comedy",67,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","['Tim Johnson', 'Karey Kirkpatrick', 'Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes']","['Karey Kirkpatrick', 'Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes']",182840,155019340,https://www.imdb.com/title/tt0327084/,0.875,0.469,1.344
5408,30 Days of Night,6.6,113,113 min,"Action, Adventure, Horror",53,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.","['David Slade', 'Josh Hartnett', 'Melissa George', 'Danny Huston', 'Ben Foster']","['Josh Hartnett', 'Melissa George', 'Danny Huston', 'Ben Foster']",182688,39568996,https://www.imdb.com/title/tt0389722/,0.875,0.426,1.301
6656,Get Him to the Greek,6.3,109,109 min,"Comedy, Music",65,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,"['Nicholas Stoller', 'Jonah Hill', 'Russell Brand', 'Elisabeth Moss', 'Rose Byrne']","['Jonah Hill', 'Russell Brand', 'Elisabeth Moss', 'Rose Byrne']",182320,60974475,https://www.imdb.com/title/tt1226229/,0.875,0.305,1.18
7036,Inferno,6.2,121,121 min,"Action, Adventure, Crime",42,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks and they race across Europe together against the clock to foil a deadly global plot.","['Ron Howard', 'Tom Hanks', 'Felicity Jones', 'Irrfan Khan', 'Ben Foster']","['Tom Hanks', 'Felicity Jones', 'Irrfan Khan', 'Ben Foster']",182575,34343574,https://www.imdb.com/title/tt3062096/,0.875,0.265,1.14
8250,xXx,5.8,124,124 min,"Action, Adventure, Thriller",48,"The US government recruits extreme sports athlete Xander Cage to infiltrate a Russian criminal ring, which is plotting the destruction of the world.","['Rob Cohen', 'Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']","['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']",183179,142109382,https://www.imdb.com/title/tt0295701/,0.875,0.15,1.025
8287,Blade: Trinity,5.8,113,113 min,"Action, Horror, Sci-Fi",38,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.","['David S. Goyer', 'Wesley Snipes', 'Kris Kristofferson', 'Parker Posey', 'Ryan Reynolds']","['Wesley Snipes', 'Kris Kristofferson', 'Parker Posey', 'Ryan Reynolds']",182831,52411906,https://www.imdb.com/title/tt0359013/,0.875,0.15,1.025
8563,Battle Los Angeles,5.7,116,116 min,"Action, Adventure, Sci-Fi",37,A squad of U.S. Marines becomes the last line of defense against a global invasion.,"['Jonathan Liebesman', 'Aaron Eckhart', 'Michelle Rodriguez', 'Bridget Moynahan', 'Ramón Rodríguez']","['Aaron Eckhart', 'Michelle Rodriguez', 'Bridget Moynahan', 'Ramón Rodríguez']",182663,83552429,https://www.imdb.com/title/tt1217613/,0.875,0.125,1
5388,Puss in Boots,6.6,90,90 min,"Animation, Adventure, Comedy",65,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.","['Chris Miller', 'Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton']","['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis', 'Billy Bob Thornton']",182069,149260504,https://www.imdb.com/title/tt0448694/,0.874,0.426,1.3
6975,The Legend of Tarzan,6.2,110,110 min,"Action, Adventure, Drama",44,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","['David Yates', 'Alexander Skarsgård', 'Rory J Saper', 'Christian Stevens', 'Christoph Waltz']","['Alexander Skarsgård', 'Rory J Saper', 'Christian Stevens', 'Christoph Waltz']",181583,126643061,https://www.imdb.com/title/tt0918940/,0.874,0.265,1.139
7361,Mortal Kombat,6.1,110,110 min,"Action, Adventure, Fantasy",44,MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,"['Simon McQuoid', 'Lewis Tan', 'Jessica McNamee', 'Josh Lawson', 'Joe Taslim']","['Lewis Tan', 'Jessica McNamee', 'Josh Lawson', 'Joe Taslim']",181510,42201013,https://www.imdb.com/title/tt0293429/,0.874,0.229,1.103
7533,What Happens in Vegas,6.1,99,99 min,"Comedy, Romance",36,"A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","['Tom Vaughan', 'Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell']","['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell']",181174,80277646,https://www.imdb.com/title/tt1033643/,0.874,0.229,1.103
8752,The Meg,5.6,113,113 min,"Action, Horror, Sci-Fi",46,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,"['Jon Turteltaub', 'Jason Statham', 'Bingbing Li', 'Rainn Wilson', 'Cliff Curtis']","['Jason Statham', 'Bingbing Li', 'Rainn Wilson', 'Cliff Curtis']",181188,143005856,https://www.imdb.com/title/tt4779682/,0.874,0.103,0.977
4926,Miss Peregrine's Home for Peculiar Children,6.7,127,127 min,"Adventure, Drama, Family",57,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.","['Tim Burton', 'Eva Green', 'Asa Butterfield', 'Samuel L. Jackson', 'Judi Dench']","['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson', 'Judi Dench']",180276,87242834,https://www.imdb.com/title/tt1935859/,0.873,0.469,1.342
5845,Zack and Miri Make a Porno,6.5,101,101 min,"Comedy, Romance",56,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.","['Kevin Smith', 'Seth Rogen', 'Elizabeth Banks', 'Craig Robinson', 'Gerry Bednob']","['Seth Rogen', 'Elizabeth Banks', 'Craig Robinson', 'Gerry Bednob']",180081,31457946,https://www.imdb.com/title/tt1007028/,0.873,0.385,1.258
6203,Hot Tub Time Machine,6.4,99,99 min,"Comedy, Sci-Fi",63,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","['Steve Pink', 'John Cusack', 'Rob Corddry', 'Craig Robinson', 'Clark Duke']","['John Cusack', 'Rob Corddry', 'Craig Robinson', 'Clark Duke']",180305,50287556,https://www.imdb.com/title/tt1231587/,0.873,0.344,1.217
6224,He's Just Not That Into You,6.4,129,129 min,"Comedy, Drama, Romance",47,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,"['Ken Kwapis', 'Ginnifer Goodwin', 'Jennifer Aniston', 'Jennifer Connelly', 'Morgan Lily']","['Ginnifer Goodwin', 'Jennifer Aniston', 'Jennifer Connelly', 'Morgan Lily']",177859,93953653,https://www.imdb.com/title/tt1001508/,0.872,0.344,1.216
6635,Horrible Bosses 2,6.3,108,108 min,"Comedy, Crime",40,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","['Sean Anders', 'Jason Bateman', 'Jason Sudeikis', 'Charlie Day', 'Jennifer Aniston']","['Jason Bateman', 'Jason Sudeikis', 'Charlie Day', 'Jennifer Aniston']",178829,54445357,https://www.imdb.com/title/tt2170439/,0.872,0.305,1.177
8246,Army of the Dead,5.8,148,148 min,"Action, Crime, Drama",57,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","['Zack Snyder', 'Dave Bautista', 'Ella Purnell', 'Ana de la Reguera', 'Omari Hardwick']","['Dave Bautista', 'Ella Purnell', 'Ana de la Reguera', 'Omari Hardwick']",178765,1000000,https://www.imdb.com/title/tt0993840/,0.872,0.15,1.022
8251,The League of Extraordinary Gentlemen,5.8,110,110 min,"Action, Adventure, Fantasy",30,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.","['Stephen Norrington', 'Sean Connery', 'Stuart Townsend', 'Peta Wilson', 'Jason Flemyng']","['Sean Connery', 'Stuart Townsend', 'Peta Wilson', 'Jason Flemyng']",179906,66465204,https://www.imdb.com/title/tt0311429/,0.872,0.15,1.022
4954,The Bone Collector,6.7,118,118 min,"Crime, Drama, Mystery",45,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,"['Phillip Noyce', 'Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker']","['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker']",177046,66518655,https://www.imdb.com/title/tt0145681/,0.871,0.469,1.34
5416,The Heat,6.6,117,117 min,"Action, Comedy, Crime",60,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,"['Paul Feig', 'Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy', 'Demián Bichir']","['Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy', 'Demián Bichir']",176998,159582188,https://www.imdb.com/title/tt2404463/,0.871,0.426,1.297
5800,Insidious: Chapter 2,6.5,106,106 min,"Horror, Mystery, Thriller",40,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","['James Wan', 'Patrick Wilson', 'Rose Byrne', 'Barbara Hershey', 'Lin Shaye']","['Patrick Wilson', 'Rose Byrne', 'Barbara Hershey', 'Lin Shaye']",177411,83586447,https://www.imdb.com/title/tt2226417/,0.871,0.385,1.256
6186,The Hills Have Eyes,6.4,107,107 min,"Horror, Thriller",52,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.,"['Alexandre Aja', 'Ted Levine', 'Kathleen Quinlan', 'Dan Byrd', 'Emilie de Ravin']","['Ted Levine', 'Kathleen Quinlan', 'Dan Byrd', 'Emilie de Ravin']",177026,41778863,https://www.imdb.com/title/tt0454841/,0.871,0.344,1.215
6638,Surrogates,6.3,89,89 min,"Action, Sci-Fi, Thriller",45,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.","['Jonathan Mostow', 'Bruce Willis', 'Radha Mitchell', 'Ving Rhames', 'Rosamund Pike']","['Bruce Willis', 'Radha Mitchell', 'Ving Rhames', 'Rosamund Pike']",177804,38577772,https://www.imdb.com/title/tt0986263/,0.871,0.305,1.176
7485,The Promise,6.1,133,133 min,"Action, Adventure, Drama",49,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","['Terry George', 'Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale', 'Daniel Giménez Cacho']","['Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale', 'Daniel Giménez Cacho']",177275,177275,https://www.imdb.com/title/tt4776998/,0.871,0.229,1.1
7404,Rampage,6.1,107,107 min,"Action, Adventure, Sci-Fi",45,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","['Brad Peyton', 'Dwayne Johnson', 'Naomie Harris', 'Malin Akerman', 'Jeffrey Dean Morgan']","['Dwayne Johnson', 'Naomie Harris', 'Malin Akerman', 'Jeffrey Dean Morgan']",176094,101028233,https://www.imdb.com/title/tt2231461/,0.871,0.229,1.1
4876,Bumblebee,6.7,114,114 min,"Action, Adventure, Sci-Fi",66,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.","['Travis Knight', 'Hailee Steinfeld', 'Jorge Lendeborg Jr.', 'John Cena', 'Jason Drucker']","['Hailee Steinfeld', 'Jorge Lendeborg Jr.', 'John Cena', 'Jason Drucker']",175876,127195589,https://www.imdb.com/title/tt4701182/,0.87,0.469,1.339
5490,RED 2,6.6,116,116 min,"Action, Comedy, Crime",47,Retired CIA agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,"['Dean Parisot', 'Bruce Willis', 'Helen Mirren', 'John Malkovich', 'Anthony Hopkins']","['Bruce Willis', 'Helen Mirren', 'John Malkovich', 'Anthony Hopkins']",175896,53262560,https://www.imdb.com/title/tt1821694/,0.87,0.426,1.296
5843,Rambo: First Blood Part II,6.5,96,96 min,"Action, Adventure, Thriller",47,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,"['George P. Cosmatos', 'Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff']","['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff']",175557,150415432,https://www.imdb.com/title/tt0089880/,0.87,0.385,1.255
6668,Predator 2,6.3,108,108 min,"Action, Horror, Sci-Fi",46,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.","['Stephen Hopkins', 'Danny Glover', 'Gary Busey', 'Kevin Peter Hall', 'Rubén Blades']","['Danny Glover', 'Gary Busey', 'Kevin Peter Hall', 'Rubén Blades']",174989,30669413,https://www.imdb.com/title/tt0100403/,0.87,0.305,1.175
7067,Rush Hour 3,6.2,91,91 min,"Action, Comedy, Crime",44,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","['Brett Ratner', 'Jackie Chan', 'Chris Tucker', 'Max von Sydow', 'Hiroyuki Sanada']","['Jackie Chan', 'Chris Tucker', 'Max von Sydow', 'Hiroyuki Sanada']",175457,140125968,https://www.imdb.com/title/tt0293564/,0.87,0.265,1.135
7350,Ant-Man and the Wasp: Quantumania,6.1,124,124 min,"Action, Adventure, Comedy",48,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?","['Peyton Reed', 'Paul Rudd', 'Evangeline Lilly', 'Michael Douglas', 'Michelle Pfeiffer']","['Paul Rudd', 'Evangeline Lilly', 'Michael Douglas', 'Michelle Pfeiffer']",175678,175678,https://www.imdb.com/title/tt10954600/,0.87,0.229,1.099
8332,Resident Evil: Afterlife,5.8,96,96 min,"Action, Horror, Sci-Fi",37,"While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.","['Paul W.S. Anderson', 'Milla Jovovich', 'Ali Larter', 'Wentworth Miller', 'Kim Coates']","['Milla Jovovich', 'Ali Larter', 'Wentworth Miller', 'Kim Coates']",175345,60128566,https://www.imdb.com/title/tt1220634/,0.87,0.15,1.02
8855,Laal Singh Chaddha,5.6,159,159 min,"Comedy, Drama, Romance",46,"Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth, happiness and will also make you laugh.","['Advait Chandan', 'Aamir Khan', 'Ahmad Ibn Umar', 'Kareena Kapoor', 'Hafsa Ashraf']","['Aamir Khan', 'Ahmad Ibn Umar', 'Kareena Kapoor', 'Hafsa Ashraf']",175767,175767,https://www.imdb.com/title/tt10028196/,0.87,0.103,0.973
5323,The Lovely Bones,6.6,135,135 min,"Drama, Fantasy, Thriller",42,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,"['Peter Jackson', 'Rachel Weisz', 'Mark Wahlberg', 'Saoirse Ronan', 'Susan Sarandon']","['Rachel Weisz', 'Mark Wahlberg', 'Saoirse Ronan', 'Susan Sarandon']",174255,43818839,https://www.imdb.com/title/tt0380510/,0.869,0.426,1.295
6205,Need for Speed,6.4,132,132 min,"Action, Adventure, Crime",39,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.","['Scott Waugh', 'Aaron Paul', 'Dominic Cooper', 'Imogen Poots', 'Kid Cudi']","['Aaron Paul', 'Dominic Cooper', 'Imogen Poots', 'Kid Cudi']",174506,43577636,https://www.imdb.com/title/tt2369135/,0.869,0.344,1.213
8978,The Day the Earth Stood Still,5.5,104,104 min,"Adventure, Drama, Sci-Fi",40,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,"['Scott Derrickson', 'Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates', 'Jaden Smith']","['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates', 'Jaden Smith']",174547,79366978,https://www.imdb.com/title/tt0970416/,0.869,0.085,0.954
5056,Lethal Weapon 3,6.7,118,118 min,"Action, Crime, Thriller",40,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,"['Richard Donner', 'Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']","['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']",173392,144731527,https://www.imdb.com/title/tt0104714/,0.868,0.469,1.337
5365,The Old Guard,6.6,125,125 min,"Action, Thriller",70,A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"['Gina Prince-Bythewood', 'Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari']","['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari']",173388,173388,https://www.imdb.com/title/tt7556122/,0.868,0.426,1.294
5806,Road Trip,6.5,93,93 min,Comedy,55,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.,"['Todd Phillips', 'Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Paulo Costanzo']","['Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Paulo Costanzo']",173502,68540777,https://www.imdb.com/title/tt0215129/,0.868,0.385,1.253
6689,Blades of Glory,6.3,93,93 min,"Comedy, Sport",64,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.","['Josh Gordon', 'Will Speck', 'Will Ferrell', 'Jon Heder', 'Amy Poehler', 'Will Arnett']","['Will Speck', 'Will Ferrell', 'Jon Heder', 'Amy Poehler', 'Will Arnett']",173373,118594548,https://www.imdb.com/title/tt0445934/,0.868,0.305,1.173
7019,Final Destination 2,6.2,90,90 min,"Horror, Thriller",38,"Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death is stalking this group of survivors.","['David R. Ellis', 'A.J. Cook', 'Ali Larter', 'Tony Todd', 'Michael Landes']","['A.J. Cook', 'Ali Larter', 'Tony Todd', 'Michael Landes']",174047,46961214,https://www.imdb.com/title/tt0309593/,0.868,0.265,1.133
7007,Hitman,6.2,100,100 min,"Action, Crime, Thriller",35,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.","['Xavier Gens', 'Timothy Olyphant', 'Dougray Scott', 'Olga Kurylenko', 'Robert Knepper']","['Timothy Olyphant', 'Dougray Scott', 'Olga Kurylenko', 'Robert Knepper']",174071,39687694,https://www.imdb.com/title/tt0465494/,0.868,0.265,1.133
5781,The Perfect Storm,6.5,130,130 min,"Action, Adventure, Drama",59,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,"['Wolfgang Petersen', 'George Clooney', 'Mark Wahlberg', 'John C. Reilly', 'Diane Lane']","['George Clooney', 'Mark Wahlberg', 'John C. Reilly', 'Diane Lane']",172654,182618434,https://www.imdb.com/title/tt0177971/,0.867,0.385,1.252
5789,Pokémon: Detective Pikachu,6.5,104,104 min,"Action, Adventure, Comedy",53,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.","['Rob Letterman', 'Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Bill Nighy']","['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Bill Nighy']",173310,144105346,https://www.imdb.com/title/tt5884052/,0.867,0.385,1.252
5821,The Man in the Iron Mask,6.5,132,132 min,"Action, Adventure, Drama",48,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,"['Randall Wallace', 'Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu']","['Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu']",172822,56968902,https://www.imdb.com/title/tt0120744/,0.867,0.385,1.252
6191,Riddick,6.4,119,119 min,"Action, Adventure, Sci-Fi",49,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.","['David Twohy', 'Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']","['Vin Diesel', 'Karl Urban', 'Katee Sackhoff', 'Jordi Mollà']",173089,42025135,https://www.imdb.com/title/tt1411250/,0.867,0.344,1.211
7745,Exodus: Gods and Kings,6,150,150 min,"Action, Adventure, Drama",52,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","['Ridley Scott', 'Christian Bale', 'Joel Edgerton', 'Ben Kingsley', 'Sigourney Weaver']","['Christian Bale', 'Joel Edgerton', 'Ben Kingsley', 'Sigourney Weaver']",173058,65014513,https://www.imdb.com/title/tt1528100/,0.867,0.202,1.069
8776,Alexander,5.6,175,175 min,"Action, Biography, Drama",40,"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.","['Oliver Stone', 'Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']","['Colin Farrell', 'Anthony Hopkins', 'Rosario Dawson', 'Angelina Jolie']",173047,34297191,https://www.imdb.com/title/tt0346491/,0.867,0.103,0.97
5748,Idiocracy,6.5,84,84 min,"Adventure, Comedy, Sci-Fi",66,"Corporal Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive.","['Mike Judge', 'Luke Wilson', 'Maya Rudolph', 'Dax Shepard', 'Terry Crews']","['Luke Wilson', 'Maya Rudolph', 'Dax Shepard', 'Terry Crews']",171684,438653,https://www.imdb.com/title/tt0387808/,0.866,0.385,1.251
6673,Beowulf,6.3,115,115 min,"Animation, Action, Adventure",59,"The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.","['Robert Zemeckis', 'Ray Winstone', 'Crispin Glover', 'Angelina Jolie', 'Robin Wright']","['Ray Winstone', 'Crispin Glover', 'Angelina Jolie', 'Robin Wright']",170961,82161969,https://www.imdb.com/title/tt0442933/,0.866,0.305,1.171
